Año,Mes,Marca,Modelo,Tipo,Segmento,Origen,PaísOrigen,Ventas
2014,Enero,Volkswagen , Beetle Cabrio , Automóviles , Compactos , Importado , México,-
2014,Enero,Volkswagen , Bora , Automóviles , Compactos , Nacional , México,-
2014,Enero,Volkswagen , Bora TDI , Automóviles , Compactos , Importado , México,-
2014,Enero,Volkswagen , Crafter , Camiones ligeros , Pick Ups , Nacional , Alemania,79
2014,Enero,Volkswagen , Crossfox , Automóviles , Subcompactos , Importado , Brasil,206
2014,Enero,Volkswagen , Derby , Automóviles , Subcompactos , Nacional , Argentina,-
2014,Enero,Volkswagen , EOS , Automóviles , De Lujo , Importado , Alemania,-
2014,Enero,Volkswagen , Eurovan Carga , Camiones ligeros , SUV's , Nacional , Alemania,-
2014,Enero,Volkswagen , Eurovan Pasajeros , Camiones ligeros , SUV's , Importado , Alemania,-
2014,Enero,Volkswagen , Gol , Automóviles , Subcompactos , Importado , Brasil,791
2014,Enero,Volkswagen , Gol Sedan , Automóviles , Subcompactos , Importado , Brasil,537
2014,Enero,Volkswagen , Golf , Automóviles , Compactos , Importado , Brasil,7
2014,Enero,Volkswagen , Golf,Automóviles,Compactos,Nacional,México,-
2014,Enero,Volkswagen , Golf Gti , Automóviles , Deportivos , Importado , Alemania,7
2014,Enero,Volkswagen , Golf Variant, Automóviles ,Compactos,Nacional,México,-
2014,Enero,Volkswagen , Jetta , Automóviles , Compactos , Nacional , México,2760
2014,Enero,Volkswagen , Jetta TDI , Automóviles , Compactos , Nacional , México,-
2014,Enero,Volkswagen , Jetta 4 PTAS , Automóviles , Compactos , Nacional , México,3254
2014,Enero,Volkswagen , Lupo 2 Ptas , Automóviles , Subcompactos , Importado , Brasil,-
2014,Enero,Volkswagen , Lupo 4 Ptas , Automóviles , Subcompactos , Importado , Brasil,-
2014,Enero,Volkswagen , Nuevo Jetta , Automóviles , Compactos , Nacional , México,-
2014,Enero,Volkswagen , Nuevo Jetta TDI , Automóviles , Compactos , Nacional , México,40
2014,Enero,Volkswagen , Otros Volkswagen , Camiones ligeros , SUV's , Nacional , México,-
2014,Enero,Volkswagen , Passat , Automóviles , De Lujo , Importado , Estados Unidos,530
2014,Enero,Volkswagen , Passat Cc , Automóviles , De Lujo , Importado , Estados Unidos,70
2014,Enero,Volkswagen , Pointer Pick Up , Camiones ligeros , Pick Ups , Importado , Brasil,-
2014,Enero,Volkswagen , Pointer Wagon , Automóviles , Compactos , Importado , Brasil,-
2014,Enero,Volkswagen , Pointer 2 Ptas , Automóviles , Subcompactos , Importado , Brasil,-
2014,Enero,Volkswagen , Pointer 4 Ptas , Automóviles , Subcompactos , Importado , Brasil,-
2014,Enero,Volkswagen , Polo GTI , Automóviles , Subcompactos , Importado , España,-
2014,Enero,Volkswagen , Polo 4 Ptas , Automóviles , Subcompactos , Importado , India,689
2014,Enero,Volkswagen , Polo 5 Ptas , Automóviles , Subcompactos , Importado , Brasil,-
2014,Enero,Volkswagen , Routan , Camiones ligeros , Minivans , Importado , Canadá,-
2014,Enero,Volkswagen , Saveiro , Camiones ligeros , Pick Ups , Importado , Brasil,448
2014,Enero,Volkswagen , Sedan , Automóviles , Subcompactos , Nacional , México,-
2014,Enero,Volkswagen , Sharan , Camiones ligeros , Minivans , Importado , Portugal,-
2014,Enero,Volkswagen , Sport Van , Automóviles , Compactos , Importado , Argentina,-
2014,Enero,Volkswagen , Sportwagen , Automóviles , Compactos , Nacional , México,16
2014,Enero,Volkswagen , Tcross, Camiones ligeros , SUV's , Importado , Brasil,-
2014,Enero,Volkswagen , Teramont , Camiones ligeros , SUV's , Importado , Estados Unidos,-
2014,Enero,Volkswagen , Tiguan , Camiones ligeros , SUV's , Importado , Alemania,342
2014,Enero,Volkswagen , Tiguan, Camiones ligeros , SUV's , Nacional , México,-
2014,Enero,Volkswagen , Touareg , Camiones ligeros , SUV's , Importado , Eslovaquia,67
2014,Enero,Volkswagen , Transporter Carga , Camiones ligeros , SUV's , Nacional , Alemania,161
2014,Enero,Volkswagen , Transporter Pasajeros , Camiones ligeros , SUV's , Importado , Alemania,32
2014,Enero,Volkswagen , UP! , Automóviles , Subcompactos , Nacional , Brasil,-
2014,Enero,Volkswagen , Vento , Automóviles , Subcompactos , Importado , India,2244
2014,Enero,Volkswagen , Virtus , Automóviles , Subcompactos , Nacional , Brasil,-
2014,Enero,Volkswagen , Volkswagen Caddy , Camiones ligeros , Pick Ups , Importado , Polonia,-
2014,Enero,Volkswagen , Vw Van , Camiones ligeros , Pick Ups , Nacional , Argentina,-
2014,Febrero,Volkswagen , Amarok , Camiones ligeros , Pick Ups , Importado , Argentina,304
2014,Febrero,Volkswagen , Beetle , Automóviles , Compactos , Nacional , México,406
2014,Febrero,Volkswagen , Beetle Cabrio , Automóviles , Compactos , Importado , México,-
2014,Febrero,Volkswagen , Bora , Automóviles , Compactos , Nacional , México,-
2014,Febrero,Volkswagen , Bora TDI , Automóviles , Compactos , Importado , México,-
2014,Febrero,Volkswagen , Crafter , Camiones ligeros , Pick Ups , Nacional , Alemania,51
2014,Febrero,Volkswagen , Crossfox , Automóviles , Subcompactos , Importado , Brasil,146
2014,Febrero,Volkswagen , Derby , Automóviles , Subcompactos , Nacional , Argentina,-
2014,Febrero,Volkswagen , EOS , Automóviles , De Lujo , Importado , Alemania,-
2014,Febrero,Volkswagen , Eurovan Carga , Camiones ligeros , SUV's , Nacional , Alemania,-
2014,Febrero,Volkswagen , Eurovan Pasajeros , Camiones ligeros , SUV's , Importado , Alemania,-
2014,Febrero,Volkswagen , Gol , Automóviles , Subcompactos , Importado , Brasil,958
2014,Febrero,Volkswagen , Gol Sedan , Automóviles , Subcompactos , Importado , Brasil,560
2014,Febrero,Volkswagen , Golf , Automóviles , Compactos , Importado , Brasil,-
2014,Febrero,Volkswagen , Golf,Automóviles,Compactos,Nacional,México,-
2014,Febrero,Volkswagen , Golf Gti , Automóviles , Deportivos , Importado , Alemania,1
2014,Febrero,Volkswagen , Golf Variant, Automóviles ,Compactos,Nacional,México,-
2014,Febrero,Volkswagen , Jetta , Automóviles , Compactos , Nacional , México,2745
2014,Febrero,Volkswagen , Jetta TDI , Automóviles , Compactos , Nacional , México,-
2014,Febrero,Volkswagen , Jetta 4 PTAS , Automóviles , Compactos , Nacional , México,2700
2014,Febrero,Volkswagen , Lupo 2 Ptas , Automóviles , Subcompactos , Importado , Brasil,-
2014,Febrero,Volkswagen , Lupo 4 Ptas , Automóviles , Subcompactos , Importado , Brasil,-
2014,Febrero,Volkswagen , Nuevo Jetta , Automóviles , Compactos , Nacional , México,-
2014,Febrero,Volkswagen , Nuevo Jetta TDI , Automóviles , Compactos , Nacional , México,43
2014,Febrero,Volkswagen , Otros Volkswagen , Camiones ligeros , SUV's , Nacional , México,-
2014,Febrero,Volkswagen , Passat , Automóviles , De Lujo , Importado , Estados Unidos,364
2014,Febrero,Volkswagen , Passat Cc , Automóviles , De Lujo , Importado , Estados Unidos,72
2014,Febrero,Volkswagen , Pointer Pick Up , Camiones ligeros , Pick Ups , Importado , Brasil,-
2014,Febrero,Volkswagen , Pointer Wagon , Automóviles , Compactos , Importado , Brasil,-
2014,Febrero,Volkswagen , Pointer 2 Ptas , Automóviles , Subcompactos , Importado , Brasil,-
2014,Febrero,Volkswagen , Pointer 4 Ptas , Automóviles , Subcompactos , Importado , Brasil,-
2014,Febrero,Volkswagen , Polo GTI , Automóviles , Subcompactos , Importado , España,-
2014,Febrero,Volkswagen , Polo 4 Ptas , Automóviles , Subcompactos , Importado , India,621
2014,Febrero,Volkswagen , Polo 5 Ptas , Automóviles , Subcompactos , Importado , Brasil,-
2014,Febrero,Volkswagen , Routan , Camiones ligeros , Minivans , Importado , Canadá,-
2014,Febrero,Volkswagen , Saveiro , Camiones ligeros , Pick Ups , Importado , Brasil,345
2014,Febrero,Volkswagen , Sedan , Automóviles , Subcompactos , Nacional , México,-
2014,Febrero,Volkswagen , Sharan , Camiones ligeros , Minivans , Importado , Portugal,-
2014,Febrero,Volkswagen , Sport Van , Automóviles , Compactos , Importado , Argentina,-
2014,Febrero,Volkswagen , Sportwagen , Automóviles , Compactos , Nacional , México,3
2014,Febrero,Volkswagen , Tcross, Camiones ligeros , SUV's , Importado , Brasil,-
2014,Febrero,Volkswagen , Teramont , Camiones ligeros , SUV's , Importado , Estados Unidos,-
2014,Febrero,Volkswagen , Tiguan , Camiones ligeros , SUV's , Importado , Alemania,322
2014,Febrero,Volkswagen , Tiguan, Camiones ligeros , SUV's , Nacional , México,-
2014,Febrero,Volkswagen , Touareg , Camiones ligeros , SUV's , Importado , Eslovaquia,55
2014,Febrero,Volkswagen , Transporter Carga , Camiones ligeros , SUV's , Nacional , Alemania,89
2014,Febrero,Volkswagen , Transporter Pasajeros , Camiones ligeros , SUV's , Importado , Alemania,60
2014,Febrero,Volkswagen , UP! , Automóviles , Subcompactos , Nacional , Brasil,-
2014,Febrero,Volkswagen , Vento , Automóviles , Subcompactos , Importado , India,2820
2014,Febrero,Volkswagen , Virtus , Automóviles , Subcompactos , Nacional , Brasil,-
2014,Febrero,Volkswagen , Volkswagen Caddy , Camiones ligeros , Pick Ups , Importado , Polonia,-
2014,Febrero,Volkswagen , Vw Van , Camiones ligeros , Pick Ups , Nacional , Argentina,-
2014,Marzo,Volkswagen , Amarok , Camiones ligeros , Pick Ups , Importado , Argentina,296
2014,Marzo,Volkswagen , Beetle , Automóviles , Compactos , Nacional , México,372
2014,Marzo,Volkswagen , Beetle Cabrio , Automóviles , Compactos , Importado , México,-
2014,Marzo,Volkswagen , Bora , Automóviles , Compactos , Nacional , México,-
2014,Marzo,Volkswagen , Bora TDI , Automóviles , Compactos , Importado , México,-
2014,Marzo,Volkswagen , Crafter , Camiones ligeros , Pick Ups , Nacional , Alemania,56
2014,Marzo,Volkswagen , Crossfox , Automóviles , Subcompactos , Importado , Brasil,153
2014,Marzo,Volkswagen , Derby , Automóviles , Subcompactos , Nacional , Argentina,-
2014,Marzo,Volkswagen , EOS , Automóviles , De Lujo , Importado , Alemania,-
2014,Marzo,Volkswagen , Eurovan Carga , Camiones ligeros , SUV's , Nacional , Alemania,-
2014,Marzo,Volkswagen , Eurovan Pasajeros , Camiones ligeros , SUV's , Importado , Alemania,-
2014,Marzo,Volkswagen , Gol , Automóviles , Subcompactos , Importado , Brasil,1401
2014,Marzo,Volkswagen , Gol Sedan , Automóviles , Subcompactos , Importado , Brasil,693
2014,Marzo,Volkswagen , Golf , Automóviles , Compactos , Importado , Brasil,4
2014,Marzo,Volkswagen , Golf,Automóviles,Compactos,Nacional,México,-
2014,Marzo,Volkswagen , Golf Gti , Automóviles , Deportivos , Importado , Alemania,-
2014,Marzo,Volkswagen , Golf Variant, Automóviles ,Compactos,Nacional,México,-
2014,Marzo,Volkswagen , Jetta , Automóviles , Compactos , Nacional , México,2775
2014,Marzo,Volkswagen , Jetta TDI , Automóviles , Compactos , Nacional , México,-
2014,Marzo,Volkswagen , Jetta 4 PTAS , Automóviles , Compactos , Nacional , México,2823
2014,Marzo,Volkswagen , Lupo 2 Ptas , Automóviles , Subcompactos , Importado , Brasil,-
2014,Marzo,Volkswagen , Lupo 4 Ptas , Automóviles , Subcompactos , Importado , Brasil,-
2014,Marzo,Volkswagen , Nuevo Jetta , Automóviles , Compactos , Nacional , México,-
2014,Marzo,Volkswagen , Nuevo Jetta TDI , Automóviles , Compactos , Nacional , México,26
2014,Marzo,Volkswagen , Otros Volkswagen , Camiones ligeros , SUV's , Nacional , México,-
2014,Marzo,Volkswagen , Passat , Automóviles , De Lujo , Importado , Estados Unidos,425
2014,Marzo,Volkswagen , Passat Cc , Automóviles , De Lujo , Importado , Estados Unidos,74
2014,Marzo,Volkswagen , Pointer Pick Up , Camiones ligeros , Pick Ups , Importado , Brasil,-
2014,Marzo,Volkswagen , Pointer Wagon , Automóviles , Compactos , Importado , Brasil,-
2014,Marzo,Volkswagen , Pointer 2 Ptas , Automóviles , Subcompactos , Importado , Brasil,-
2014,Marzo,Volkswagen , Pointer 4 Ptas , Automóviles , Subcompactos , Importado , Brasil,-
2014,Marzo,Volkswagen , Polo GTI , Automóviles , Subcompactos , Importado , España,-
2014,Marzo,Volkswagen , Polo 4 Ptas , Automóviles , Subcompactos , Importado , India,641
2014,Marzo,Volkswagen , Polo 5 Ptas , Automóviles , Subcompactos , Importado , Brasil,-
2014,Marzo,Volkswagen , Routan , Camiones ligeros , Minivans , Importado , Canadá,-
2014,Marzo,Volkswagen , Saveiro , Camiones ligeros , Pick Ups , Importado , Brasil,428
2014,Marzo,Volkswagen , Sedan , Automóviles , Subcompactos , Nacional , México,-
2014,Marzo,Volkswagen , Sharan , Camiones ligeros , Minivans , Importado , Portugal,-
2014,Marzo,Volkswagen , Sport Van , Automóviles , Compactos , Importado , Argentina,-
2014,Marzo,Volkswagen , Sportwagen , Automóviles , Compactos , Nacional , México,2
2014,Marzo,Volkswagen , Tcross, Camiones ligeros , SUV's , Importado , Brasil,-
2014,Marzo,Volkswagen , Teramont , Camiones ligeros , SUV's , Importado , Estados Unidos,-
2014,Marzo,Volkswagen , Tiguan , Camiones ligeros , SUV's , Importado , Alemania,262
2014,Marzo,Volkswagen , Tiguan, Camiones ligeros , SUV's , Nacional , México,-
2014,Marzo,Volkswagen , Touareg , Camiones ligeros , SUV's , Importado , Eslovaquia,63
2014,Marzo,Volkswagen , Transporter Carga , Camiones ligeros , SUV's , Nacional , Alemania,53
2014,Marzo,Volkswagen , Transporter Pasajeros , Camiones ligeros , SUV's , Importado , Alemania,77
2014,Marzo,Volkswagen , UP! , Automóviles , Subcompactos , Nacional , Brasil,-
2014,Marzo,Volkswagen , Vento , Automóviles , Subcompactos , Importado , India,2276
2014,Marzo,Volkswagen , Virtus , Automóviles , Subcompactos , Nacional , Brasil,-
2014,Marzo,Volkswagen , Volkswagen Caddy , Camiones ligeros , Pick Ups , Importado , Polonia,-
2014,Marzo,Volkswagen , Vw Van , Camiones ligeros , Pick Ups , Nacional , Argentina,-
2014,Abril,Volkswagen , Amarok , Camiones ligeros , Pick Ups , Importado , Argentina,183
2014,Abril,Volkswagen , Beetle , Automóviles , Compactos , Nacional , México,284
2014,Abril,Volkswagen , Beetle Cabrio , Automóviles , Compactos , Importado , México,-
2014,Abril,Volkswagen , Bora , Automóviles , Compactos , Nacional , México,-
2014,Abril,Volkswagen , Bora TDI , Automóviles , Compactos , Importado , México,-
2014,Abril,Volkswagen , Crafter , Camiones ligeros , Pick Ups , Nacional , Alemania,76
2014,Abril,Volkswagen , Crossfox , Automóviles , Subcompactos , Importado , Brasil,131
2014,Abril,Volkswagen , Derby , Automóviles , Subcompactos , Nacional , Argentina,-
2014,Abril,Volkswagen , EOS , Automóviles , De Lujo , Importado , Alemania,-
2014,Abril,Volkswagen , Eurovan Carga , Camiones ligeros , SUV's , Nacional , Alemania,-
2014,Abril,Volkswagen , Eurovan Pasajeros , Camiones ligeros , SUV's , Importado , Alemania,-
2014,Abril,Volkswagen , Gol , Automóviles , Subcompactos , Importado , Brasil,910
2014,Abril,Volkswagen , Gol Sedan , Automóviles , Subcompactos , Importado , Brasil,853
2014,Abril,Volkswagen , Golf , Automóviles , Compactos , Importado , Brasil,-
2014,Abril,Volkswagen , Golf,Automóviles,Compactos,Nacional,México,-
2014,Abril,Volkswagen , Golf Gti , Automóviles , Deportivos , Importado , Alemania,1
2014,Abril,Volkswagen , Golf Variant, Automóviles ,Compactos,Nacional,México,-
2014,Abril,Volkswagen , Jetta , Automóviles , Compactos , Nacional , México,2660
2014,Abril,Volkswagen , Jetta TDI , Automóviles , Compactos , Nacional , México,-
2014,Abril,Volkswagen , Jetta 4 PTAS , Automóviles , Compactos , Nacional , México,2205
2014,Abril,Volkswagen , Lupo 2 Ptas , Automóviles , Subcompactos , Importado , Brasil,-
2014,Abril,Volkswagen , Lupo 4 Ptas , Automóviles , Subcompactos , Importado , Brasil,-
2014,Abril,Volkswagen , Nuevo Jetta , Automóviles , Compactos , Nacional , México,-
2014,Abril,Volkswagen , Nuevo Jetta TDI , Automóviles , Compactos , Nacional , México,16
2014,Abril,Volkswagen , Otros Volkswagen , Camiones ligeros , SUV's , Nacional , México,-
2014,Abril,Volkswagen , Passat , Automóviles , De Lujo , Importado , Estados Unidos,331
2014,Abril,Volkswagen , Passat Cc , Automóviles , De Lujo , Importado , Estados Unidos,43
2014,Abril,Volkswagen , Pointer Pick Up , Camiones ligeros , Pick Ups , Importado , Brasil,-
2014,Abril,Volkswagen , Pointer Wagon , Automóviles , Compactos , Importado , Brasil,-
2014,Abril,Volkswagen , Pointer 2 Ptas , Automóviles , Subcompactos , Importado , Brasil,-
2014,Abril,Volkswagen , Pointer 4 Ptas , Automóviles , Subcompactos , Importado , Brasil,-
2014,Abril,Volkswagen , Polo GTI , Automóviles , Subcompactos , Importado , España,-
2014,Abril,Volkswagen , Polo 4 Ptas , Automóviles , Subcompactos , Importado , India,536
2014,Abril,Volkswagen , Polo 5 Ptas , Automóviles , Subcompactos , Importado , Brasil,-
2014,Abril,Volkswagen , Routan , Camiones ligeros , Minivans , Importado , Canadá,-
2014,Abril,Volkswagen , Saveiro , Camiones ligeros , Pick Ups , Importado , Brasil,497
2014,Abril,Volkswagen , Sedan , Automóviles , Subcompactos , Nacional , México,-
2014,Abril,Volkswagen , Sharan , Camiones ligeros , Minivans , Importado , Portugal,-
2014,Abril,Volkswagen , Sport Van , Automóviles , Compactos , Importado , Argentina,-
2014,Abril,Volkswagen , Sportwagen , Automóviles , Compactos , Nacional , México,-
2014,Abril,Volkswagen , Tcross, Camiones ligeros , SUV's , Importado , Brasil,-
2014,Abril,Volkswagen , Teramont , Camiones ligeros , SUV's , Importado , Estados Unidos,-
2014,Abril,Volkswagen , Tiguan , Camiones ligeros , SUV's , Importado , Alemania,269
2014,Abril,Volkswagen , Tiguan, Camiones ligeros , SUV's , Nacional , México,-
2014,Abril,Volkswagen , Touareg , Camiones ligeros , SUV's , Importado , Eslovaquia,58
2014,Abril,Volkswagen , Transporter Carga , Camiones ligeros , SUV's , Nacional , Alemania,78
2014,Abril,Volkswagen , Transporter Pasajeros , Camiones ligeros , SUV's , Importado , Alemania,64
2014,Abril,Volkswagen , UP! , Automóviles , Subcompactos , Nacional , Brasil,-
2014,Abril,Volkswagen , Vento , Automóviles , Subcompactos , Importado , India,2450
2014,Abril,Volkswagen , Virtus , Automóviles , Subcompactos , Nacional , Brasil,-
2014,Abril,Volkswagen , Volkswagen Caddy , Camiones ligeros , Pick Ups , Importado , Polonia,-
2014,Abril,Volkswagen , Vw Van , Camiones ligeros , Pick Ups , Nacional , Argentina,-
2014,Mayo,Volkswagen , Amarok , Camiones ligeros , Pick Ups , Importado , Argentina,268
2014,Mayo,Volkswagen , Beetle , Automóviles , Compactos , Nacional , México,379
2014,Mayo,Volkswagen , Beetle Cabrio , Automóviles , Compactos , Importado , México,-
2014,Mayo,Volkswagen , Bora , Automóviles , Compactos , Nacional , México,-
2014,Mayo,Volkswagen , Bora TDI , Automóviles , Compactos , Importado , México,-
2014,Mayo,Volkswagen , Crafter , Camiones ligeros , Pick Ups , Nacional , Alemania,55
2014,Mayo,Volkswagen , Crossfox , Automóviles , Subcompactos , Importado , Brasil,118
2014,Mayo,Volkswagen , Derby , Automóviles , Subcompactos , Nacional , Argentina,-
2014,Mayo,Volkswagen , EOS , Automóviles , De Lujo , Importado , Alemania,-
2014,Mayo,Volkswagen , Eurovan Carga , Camiones ligeros , SUV's , Nacional , Alemania,-
2014,Mayo,Volkswagen , Eurovan Pasajeros , Camiones ligeros , SUV's , Importado , Alemania,-
2014,Mayo,Volkswagen , Gol , Automóviles , Subcompactos , Importado , Brasil,785
2014,Mayo,Volkswagen , Gol Sedan , Automóviles , Subcompactos , Importado , Brasil,572
2014,Mayo,Volkswagen , Golf , Automóviles , Compactos , Importado , Brasil,1
2014,Mayo,Volkswagen , Golf,Automóviles,Compactos,Nacional,México,-
2014,Mayo,Volkswagen , Golf Gti , Automóviles , Deportivos , Importado , Alemania,1
2014,Mayo,Volkswagen , Golf Variant, Automóviles ,Compactos,Nacional,México,-
2014,Mayo,Volkswagen , Jetta , Automóviles , Compactos , Nacional , México,2655
2014,Mayo,Volkswagen , Jetta TDI , Automóviles , Compactos , Nacional , México,-
2014,Mayo,Volkswagen , Jetta 4 PTAS , Automóviles , Compactos , Nacional , México,2798
2014,Mayo,Volkswagen , Lupo 2 Ptas , Automóviles , Subcompactos , Importado , Brasil,-
2014,Mayo,Volkswagen , Lupo 4 Ptas , Automóviles , Subcompactos , Importado , Brasil,-
2014,Mayo,Volkswagen , Nuevo Jetta , Automóviles , Compactos , Nacional , México,-
2014,Mayo,Volkswagen , Nuevo Jetta TDI , Automóviles , Compactos , Nacional , México,20
2014,Mayo,Volkswagen , Otros Volkswagen , Camiones ligeros , SUV's , Nacional , México,-
2014,Mayo,Volkswagen , Passat , Automóviles , De Lujo , Importado , Estados Unidos,460
2014,Mayo,Volkswagen , Passat Cc , Automóviles , De Lujo , Importado , Estados Unidos,54
2014,Mayo,Volkswagen , Pointer Pick Up , Camiones ligeros , Pick Ups , Importado , Brasil,-
2014,Mayo,Volkswagen , Pointer Wagon , Automóviles , Compactos , Importado , Brasil,-
2014,Mayo,Volkswagen , Pointer 2 Ptas , Automóviles , Subcompactos , Importado , Brasil,-
2014,Mayo,Volkswagen , Pointer 4 Ptas , Automóviles , Subcompactos , Importado , Brasil,-
2014,Mayo,Volkswagen , Polo GTI , Automóviles , Subcompactos , Importado , España,-
2014,Mayo,Volkswagen , Polo 4 Ptas , Automóviles , Subcompactos , Importado , India,494
2014,Mayo,Volkswagen , Polo 5 Ptas , Automóviles , Subcompactos , Importado , Brasil,-
2014,Mayo,Volkswagen , Routan , Camiones ligeros , Minivans , Importado , Canadá,-
2014,Mayo,Volkswagen , Saveiro , Camiones ligeros , Pick Ups , Importado , Brasil,452
2014,Mayo,Volkswagen , Sedan , Automóviles , Subcompactos , Nacional , México,-
2014,Mayo,Volkswagen , Sharan , Camiones ligeros , Minivans , Importado , Portugal,-
2014,Mayo,Volkswagen , Sport Van , Automóviles , Compactos , Importado , Argentina,-
2014,Mayo,Volkswagen , Sportwagen , Automóviles , Compactos , Nacional , México,-
2014,Mayo,Volkswagen , Tcross, Camiones ligeros , SUV's , Importado , Brasil,-
2014,Mayo,Volkswagen , Teramont , Camiones ligeros , SUV's , Importado , Estados Unidos,-
2014,Mayo,Volkswagen , Tiguan , Camiones ligeros , SUV's , Importado , Alemania,327
2014,Mayo,Volkswagen , Tiguan, Camiones ligeros , SUV's , Nacional , México,-
2014,Mayo,Volkswagen , Touareg , Camiones ligeros , SUV's , Importado , Eslovaquia,67
2014,Mayo,Volkswagen , Transporter Carga , Camiones ligeros , SUV's , Nacional , Alemania,67
2014,Mayo,Volkswagen , Transporter Pasajeros , Camiones ligeros , SUV's , Importado , Alemania,100
2014,Mayo,Volkswagen , UP! , Automóviles , Subcompactos , Nacional , Brasil,-
2014,Mayo,Volkswagen , Vento , Automóviles , Subcompactos , Importado , India,3209
2014,Mayo,Volkswagen , Virtus , Automóviles , Subcompactos , Nacional , Brasil,-
2014,Mayo,Volkswagen , Volkswagen Caddy , Camiones ligeros , Pick Ups , Importado , Polonia,-
2014,Mayo,Volkswagen , Vw Van , Camiones ligeros , Pick Ups , Nacional , Argentina,-
2014,Junio,Volkswagen , Amarok , Camiones ligeros , Pick Ups , Importado , Argentina,313
2014,Junio,Volkswagen , Beetle , Automóviles , Compactos , Nacional , México,354
2014,Junio,Volkswagen , Beetle Cabrio , Automóviles , Compactos , Importado , México,-
2014,Junio,Volkswagen , Bora , Automóviles , Compactos , Nacional , México,-
2014,Junio,Volkswagen , Bora TDI , Automóviles , Compactos , Importado , México,-
2014,Junio,Volkswagen , Crafter , Camiones ligeros , Pick Ups , Nacional , Alemania,78
2014,Junio,Volkswagen , Crossfox , Automóviles , Subcompactos , Importado , Brasil,143
2014,Junio,Volkswagen , Derby , Automóviles , Subcompactos , Nacional , Argentina,-
2014,Junio,Volkswagen , EOS , Automóviles , De Lujo , Importado , Alemania,-
2014,Junio,Volkswagen , Eurovan Carga , Camiones ligeros , SUV's , Nacional , Alemania,-
2014,Junio,Volkswagen , Eurovan Pasajeros , Camiones ligeros , SUV's , Importado , Alemania,-
2014,Junio,Volkswagen , Gol , Automóviles , Subcompactos , Importado , Brasil,830
2014,Junio,Volkswagen , Gol Sedan , Automóviles , Subcompactos , Importado , Brasil,527
2014,Junio,Volkswagen , Golf , Automóviles , Compactos , Importado , Brasil,-
2014,Junio,Volkswagen , Golf,Automóviles,Compactos,Nacional,México,-
2014,Junio,Volkswagen , Golf Gti , Automóviles , Deportivos , Importado , Alemania,2
2014,Junio,Volkswagen , Golf Variant, Automóviles ,Compactos,Nacional,México,-
2014,Junio,Volkswagen , Jetta , Automóviles , Compactos , Nacional , México,2880
2014,Junio,Volkswagen , Jetta TDI , Automóviles , Compactos , Nacional , México,-
2014,Junio,Volkswagen , Jetta 4 PTAS , Automóviles , Compactos , Nacional , México,2507
2014,Junio,Volkswagen , Lupo 2 Ptas , Automóviles , Subcompactos , Importado , Brasil,-
2014,Junio,Volkswagen , Lupo 4 Ptas , Automóviles , Subcompactos , Importado , Brasil,-
2014,Junio,Volkswagen , Nuevo Jetta , Automóviles , Compactos , Nacional , México,-
2014,Junio,Volkswagen , Nuevo Jetta TDI , Automóviles , Compactos , Nacional , México,40
2014,Junio,Volkswagen , Otros Volkswagen , Camiones ligeros , SUV's , Nacional , México,-
2014,Junio,Volkswagen , Passat , Automóviles , De Lujo , Importado , Estados Unidos,521
2014,Junio,Volkswagen , Passat Cc , Automóviles , De Lujo , Importado , Estados Unidos,51
2014,Junio,Volkswagen , Pointer Pick Up , Camiones ligeros , Pick Ups , Importado , Brasil,-
2014,Junio,Volkswagen , Pointer Wagon , Automóviles , Compactos , Importado , Brasil,-
2014,Junio,Volkswagen , Pointer 2 Ptas , Automóviles , Subcompactos , Importado , Brasil,-
2014,Junio,Volkswagen , Pointer 4 Ptas , Automóviles , Subcompactos , Importado , Brasil,-
2014,Junio,Volkswagen , Polo GTI , Automóviles , Subcompactos , Importado , España,-
2014,Junio,Volkswagen , Polo 4 Ptas , Automóviles , Subcompactos , Importado , India,296
2014,Junio,Volkswagen , Polo 5 Ptas , Automóviles , Subcompactos , Importado , Brasil,-
2014,Junio,Volkswagen , Routan , Camiones ligeros , Minivans , Importado , Canadá,-
2014,Junio,Volkswagen , Saveiro , Camiones ligeros , Pick Ups , Importado , Brasil,407
2014,Junio,Volkswagen , Sedan , Automóviles , Subcompactos , Nacional , México,-
2014,Junio,Volkswagen , Sharan , Camiones ligeros , Minivans , Importado , Portugal,-
2014,Junio,Volkswagen , Sport Van , Automóviles , Compactos , Importado , Argentina,-
2014,Junio,Volkswagen , Sportwagen , Automóviles , Compactos , Nacional , México,-
2014,Junio,Volkswagen , Tcross, Camiones ligeros , SUV's , Importado , Brasil,-
2014,Junio,Volkswagen , Teramont , Camiones ligeros , SUV's , Importado , Estados Unidos,-
2014,Junio,Volkswagen , Tiguan , Camiones ligeros , SUV's , Importado , Alemania,303
2014,Junio,Volkswagen , Tiguan, Camiones ligeros , SUV's , Nacional , México,-
2014,Junio,Volkswagen , Touareg , Camiones ligeros , SUV's , Importado , Eslovaquia,46
2014,Junio,Volkswagen , Transporter Carga , Camiones ligeros , SUV's , Nacional , Alemania,92
2014,Junio,Volkswagen , Transporter Pasajeros , Camiones ligeros , SUV's , Importado , Alemania,77
2014,Junio,Volkswagen , UP! , Automóviles , Subcompactos , Nacional , Brasil,-
2014,Junio,Volkswagen , Vento , Automóviles , Subcompactos , Importado , India,3193
